APP_CODE,IP_ADDRESS,SERVICE_IP
OIBS,10.219.5.3,10.219.5.1
OIBS,10.219.5.4,10.219.5.1
OIBS,10.219.5.5,10.219.5.1
OIBS,10.219.5.6,10.219.5.2
OIBS,10.219.5.7,10.219.5.2
OIBS,10.219.5.8,10.219.5.2
OIBS,10.219.5.9,10.219.5.1
OIBS,172.36.0.39,10.219.10.33
OIBS,172.36.0.40,10.219.10.34
OIBS,172.36.0.41,10.219.10.33
OIBS,172.36.0.42,10.219.10.33
OIBS,172.36.0.43,10.219.10.33
OIBS,172.36.0.44,10.219.10.34
OIBS,172.36.0.45,10.219.10.34
OIBS,172.36.0.46,10.219.10.34
OIBS,172.36.0.68,10.219.5.1
OIBS,172.36.0.69,10.219.5.2
OIBS,172.36.0.70,10.219.5.1
OIBS,172.36.0.71,10.219.5.1
OIBS,172.36.0.72,10.219.5.1
OIBS,172.36.0.73,10.219.5.2
OIBS,172.36.0.74,10.219.5.2
OIBS,172.36.0.75,10.219.5.2
OM,10.1.88.96,10.1.88.98
OM,10.1.88.97,10.1.88.98
OM,10.1.88.98,10.1.88.98
OM,172.22.1.7,10.1.88.98
OM,172.22.1.8,10.1.88.98
OM,172.22.1.9,10.1.88.98
OMS,10.1.37.119,10.1.37.119
OMS,10.1.37.153,10.1.37.153
OMS,10.1.37.154,10.1.37.153
OMS,10.1.37.180,10.1.37.119
OMS,10.1.37.94,10.1.37.153
OMS,10.1.37.97,10.1.37.119
OMS,172.25.0.40,10.1.37.153
OMS,172.25.0.62,10.1.37.153
OMS,172.25.0.63,10.1.37.153
OMS,172.25.0.67,10.1.37.119
OMS,172.25.0.68,10.1.37.119
OMS,172.25.0.69,10.1.37.119
ORM,10.1.10.196,10.1.10.55
ORM,10.1.10.197,10.1.10.55
ORM,10.1.10.55,10.1.10.55
ORM,10.1.88.118,10.1.88.81
ORM,10.1.88.119,10.1.88.81
ORM,10.1.88.81,10.1.88.81
ORM,172.21.2.137,10.1.10.55
ORM,172.21.2.138,10.1.10.55
ORM,172.21.2.139,10.1.10.55
OSUM,10.219.10.45,10.219.10.49
OSUM,10.219.10.46,10.219.10.49
OSUM,10.219.10.47,10.219.10.49
OSUM,10.219.10.48,10.219.10.49
OSUM,10.219.10.49,10.219.10.49
OSUM,10.219.10.50,10.219.10.49
OSUM,10.219.10.51,10.219.10.55
OSUM,10.219.10.52,10.219.10.55
OSUM,10.219.10.53,10.219.10.55
OSUM,10.219.10.54,10.219.10.55
OSUM,10.219.10.55,10.219.10.55
OSUM,10.219.10.56,10.219.10.55
OSUM,172.36.0.76,10.219.10.55
OSUM,172.36.0.77,10.219.10.55
OSUM,172.36.0.78,10.219.10.55
OSUM,172.36.0.79,10.219.10.55
OSUM,172.36.0.80,10.219.10.55
OSUM,172.36.0.81,10.219.10.49
OSUM,172.36.0.82,10.219.10.49
OSUM,172.36.0.83,10.219.10.49
OSUM,172.36.0.84,10.219.10.49
OSUM,172.36.0.85,10.219.10.49
OTFS,10.219.10.26,
OTFS,10.219.10.27,
OTFS,10.219.10.28,10.219.10.31
OTFS,10.219.10.29,10.219.10.31
OTFS,10.219.10.30,10.219.10.31
OTFS,10.219.10.31,10.219.10.31
OTFS,10.219.10.32,10.219.10.31
OTFS,10.219.10.43,
OTFS,172.35.6.11,
OTFS,172.35.6.12,
OTFS,172.36.0.56,
OTFS,172.36.0.57,
OTFS,172.36.0.58,10.219.10.31
OTFS,172.36.0.59,10.219.10.31
OTFS,172.36.0.60,10.219.10.31
OTFS,172.36.0.61,10.219.10.31
OTP,10.1.20.24,
OTP,10.1.20.25,
OTP,10.1.20.30,
OTP,10.1.20.31,
OTP,10.1.8.151,10.1.8.153
OTP,10.1.8.152,10.1.8.153
OTP,10.1.8.153,10.1.8.153
OTP,10.1.8.158,10.1.8.153
OTP,10.1.8.159,10.1.8.153
OTP,10.1.8.166,10.1.8.153
OTP,10.1.8.167,10.1.8.153
OTP,10.1.88.94,
OTP,10.1.88.95,
OTP,172.21.1.106,10.1.8.153
OTP,172.21.1.92,10.1.8.153
OTP,172.21.3.38,10.1.8.153
OTP,172.21.3.39,10.1.8.153
OTP,172.21.3.40,10.1.8.153
OTP,172.21.3.41,10.1.8.153
OTP,172.21.3.42,10.1.8.153
PAIMS,10.1.188.18,
PAIMS,10.1.188.19,
PAIMS,10.1.188.191,10.1.188.191
PAIMS,10.1.188.192,10.1.188.191
PAIMS,10.1.188.194,10.1.188.191
PAIMS,10.1.188.195,10.1.188.195
PAIMS,10.1.188.196,10.1.188.195
PAIMS,10.1.188.197,10.1.188.195
PAIMS,172.23.0.127,10.1.188.195
PAIMS,172.23.0.128,10.1.188.195
PAIMS,172.23.0.129,10.1.188.195
PBS,10.1.10.104,10.1.10.106
PBS,10.1.10.105,10.1.10.106
PBS,10.1.10.106,10.1.10.106
PBS,10.1.10.8,10.1.10.106
PBS,10.1.88.194,
PBS,10.1.88.195,
PBS,10.1.88.196,
PBS,172.21.0.101,10.1.10.106
PBS,172.21.0.102,10.1.10.106
PBS,172.21.1.100,10.1.10.106
PBS,172.21.2.65,10.1.10.106
PBS,172.22.0.104,
PBS,172.22.0.105,
PCFC,10.28.88.90,10.28.88.90
PCFC,10.28.88.91,10.28.88.90
PCFC,10.28.88.92,10.28.88.90
PCFC,192.168.1.91,10.28.88.90
PCFC,192.168.1.92,10.28.88.90
PCS,10.1.41.16,10.1.41.19
PCS,10.1.41.17,10.1.41.19
PCS,10.1.41.18,10.1.41.19
PCS,10.1.41.19,10.1.41.19
PCS,10.1.41.20,10.1.41.19
PCS,10.1.45.53,
PCS,10.1.45.54,
PCS,10.1.45.55,
PCS,10.1.45.56,
PCS,10.1.45.57,
PCS,10.1.45.97,
PCS,10.1.8.147,
PCS,10.1.8.148,10.1.8.149
PCS,10.1.8.149,10.1.8.149
PCS,169.254.95.120,
PCS,172.21.1.168,10.1.8.149
PCS,172.21.1.60,
PCS,172.21.1.61,10.1.8.149
PCS,172.21.2.185,10.1.41.19
PCS,172.21.2.186,10.1.41.19
PCS,172.21.2.187,10.1.41.19
PCS,172.21.2.188,10.1.41.19
PIDS,10.1.41.132,10.1.41.134
PIDS,10.1.41.133,10.1.41.134
PIDS,10.1.41.134,10.1.41.134
PIDS,10.1.48.207,
PIDS,10.1.48.208,
PIDS,172.21.1.195,10.1.41.134
PIDS,172.21.1.196,10.1.41.134
PIDS,172.21.1.197,10.1.41.134
PLDM,10.1.10.102,10.1.10.46
PLDM,10.1.10.103,10.1.10.46
PLDM,10.1.10.46,10.1.10.46
PLDM,10.1.49.17,
PLDM,10.1.49.18,
PLDM,10.1.88.16,
PLDM,10.1.88.17,
PLDM,10.200.8.204,
PLDM,10.217.12.4,10.217.12.6
PLDM,10.217.12.5,10.217.12.6
PLDM,10.217.12.6,10.217.12.6
PLDM,169.254.243.48,
PLDM,172.21.0.107,10.1.10.46
PLDM,172.21.0.108,10.1.10.46
PLDM,172.21.1.103,10.1.10.46
PLDM,172.35.24.19,10.217.12.6
PLDM,172.35.24.20,10.217.12.6
PLDM,172.38.0.104,10.217.12.6
PLDM,172.38.0.105,10.217.12.6
PLDM,172.38.0.106,10.217.12.6
PLDM,192.168.192.1,
PLDM,192.168.245.1,
PLMS,10.1.10.142,10.1.10.41
PLMS,10.1.10.143,10.1.10.41
PLMS,10.1.10.144,10.1.10.41
PLMS,10.1.10.41,10.1.10.41
PLMS,10.1.10.42,10.1.10.41
PLMS,10.1.10.43,10.1.10.41
PLMS,10.1.10.45,10.1.10.41
PLMS,10.1.243.2,10.1.88.15
PLMS,10.1.244.121,
PLMS,10.1.244.122,
PLMS,10.1.244.123,
PLMS,10.1.244.124,
PLMS,10.1.244.125,
PLMS,10.1.88.102,
PLMS,10.1.88.103,
PLMS,10.1.88.12,
PLMS,10.1.88.13,
PLMS,10.1.88.14,
PLMS,10.1.88.15,
PLMS,10.1.88.45,
PLMS,10.1.88.46,
PLMS,10.1.88.48,
PLMS,10.200.1.80,10.1.10.41
PLMS,10.200.102.41,
PLMS,10.200.44.36,
PLMS,10.200.8.114,
PLMS,10.200.96.33,
PLMS,10.200.96.34,
PLMS,172.21.1.181,
PLMS,172.21.2.252,10.1.10.41
PLMS,172.21.2.61,10.1.10.41
PLMS,172.21.2.62,10.1.10.41
PLMS,172.21.2.63,10.1.10.41
PLMS,172.21.2.64,10.1.10.41
PLMS,172.22.1.126,
PLMS,172.22.1.127,
PLMS,172.22.1.128,
PLMS,172.22.1.45,
PLMS,172.22.1.46,
PLMS,172.22.1.47,
PLR,10.1.48.68,
PLR,10.1.48.69,
PMS,10.1.88.10,10.1.88.10
PMS,10.1.88.60,10.1.88.10
PMS,10.1.88.61,10.1.88.10
PMS,10.1.88.8,10.1.88.10
PMS,10.1.88.9,10.1.88.10
PMS,10.200.8.110,
PMS,172.22.0.124,10.1.88.10
PMS,172.22.0.226,10.1.88.10
PMS,172.22.0.227,10.1.88.10
PMS,172.22.0.59,10.1.88.10
PMS,172.22.0.60,10.1.88.10
PMTS,10.254.253.64,10.254.253.66
PMTS,10.254.253.65,10.254.253.66
PMTS,10.254.253.66,10.254.253.66
PMTS,10.254.253.67,10.254.253.68
PMTS,10.254.253.68,10.254.253.69
PMTS,10.254.253.69,10.254.253.69
PMTS,10.254.253.70,10.254.253.72
PMTS,10.254.253.71,10.254.253.72
PMTS,10.254.253.72,10.254.253.72
PMTS,10.254.253.73,10.254.253.75
PMTS,10.254.253.74,10.254.253.75
PMTS,10.254.253.75,10.254.253.75
PMTS,172.29.0.46,10.254.253.66
PMTS,172.29.0.47,10.254.253.69
PMTS,172.29.0.48,10.254.253.66
PMTS,172.29.0.49,10.254.253.72
PMTS,172.29.0.50,10.254.253.75
PMTS,172.29.0.51,10.254.253.69
PMTS,172.29.0.52,10.254.253.66
PMTS,172.29.0.53,10.254.253.68
PMTS,172.29.0.54,10.254.253.72
PMTS,172.29.0.55,10.254.253.72
PMTS,172.29.0.56,10.254.253.75
PMTS,172.29.0.57,10.254.253.75
POCRM,10.1.10.104,10.1.10.8
POCRM,10.1.10.105,10.1.10.8
POCRM,10.1.10.106,10.1.10.8
POCRM,10.1.10.8,10.1.10.8
POCRM,10.1.8.168,10.1.8.194
POCRM,10.1.8.169,10.1.8.194
POCRM,10.1.8.194,10.1.8.194
POCRM,10.1.88.194,
POCRM,10.1.88.195,
POCRM,10.1.88.196,10.1.88.195
POCRM,172.21.0.100,10.1.8.194
POCRM,172.21.0.101,10.1.10.8
POCRM,172.21.0.102,10.1.10.8
POCRM,172.21.0.99,10.1.8.194
POCRM,172.21.1.100,10.1.10.8
POCRM,172.21.1.99,10.1.8.194
POCRM,172.21.2.65,10.1.10.8
POCRM,172.22.0.104,
POCRM,172.22.0.105,10.1.88.195
POIN,10.1.242.11,
POIN,10.200.162.34,
POIN,10.200.162.35,
POIN,10.200.162.54,
POIN,10.200.162.55,
POIN,192.168.1.1,
POIN,192.168.1.10,
POIN,192.168.1.2,
POIN,192.168.1.3,
POIN,192.168.1.4,
POIN,192.168.1.5,
POIN,192.168.1.6,
POIN,192.168.1.7,
POIN,192.168.1.8,
POIN,192.168.1.9,
PSAMS,10.1.229.1,
PSAMS,10.1.229.2,
QC,10.1.188.11,10.1.188.11
QC,10.1.188.11,
QC,10.1.188.12,
QC,10.1.188.13,10.1.188.11
QC,172.23.0.55,10.1.188.11
QC,172.23.0.56,
QC,172.23.0.61,10.1.188.11
QC,172.23.0.61,
QDAPP,10.7.238.8,10.7.238.8
QDAPP,10.7.5.15,
QDAPP,10.7.5.18,
QDAPP,10.7.5.30,
QDAPP,10.7.5.5,
QDAPP,10.7.88.18,
QDAPP,10.7.88.21,
QDAPP,10.7.98.1,
QDAPP,192.168.100.1,
QDAPP,192.168.100.2,
QDAPP,192.168.101.1,
QDAPP,192.168.101.2,
QDAPP,192.168.11.1,
QDAPP,192.168.188.1,
QDII,10.1.88.25,10.1.88.27
QDII,10.1.88.26,10.1.88.27
QDII,10.1.88.27,10.1.88.27
QIP,10.1.150.110,
QIP,10.1.150.111,
QIP,10.1.150.112,
QIP,10.1.150.113,
QIP,10.197.92.1,
QIP,10.197.92.2,
QIP,10.198.92.210,
QIP,10.198.92.211,
QIP,192.168.122.1,
QIP,inet10.1.150.110netmask255.255.255.0broadcast10.1.150.255,
QIP,inet10.1.150.111netmask255.255.255.0broadcast10.1.150.255,
QIP,inet10.1.150.112netmask255.255.255.0broadcast10.1.150.255,
QIP,inet10.1.150.113netmask255.255.255.0broadcast10.1.150.255,
QIP,inet10.197.92.1netmask255.255.255.0broadcast10.197.92.255,
QIP,inet10.197.92.2netmask255.255.255.0broadcast10.197.92.255,
QIP,inet10.198.92.210netmask255.255.255.0broadcast10.198.92.255,
QIP,inet10.198.92.211netmask255.255.255.0broadcast10.198.92.255,
QIP,inet192.168.122.1netmask255.255.255.0broadcast192.168.122.255,
QLY,10.1.188.32,
QLY,172.23.0.92,
RBIP,10.1.20.35,10.1.20.36
RBIP,172.21.0.47,10.1.20.36
RCFE,10.1.243.86,
RCFE,10.1.243.87,
RCFE,10.1.48.109,10.1.48.24
RCFE,10.1.48.110,10.1.48.24
RCFE,10.1.48.24,10.1.48.24
REUTERS,10.254.253.9,10.254.253.10
REUTERS,192.168.4.1,
REUTERS,192.168.4.2,
REUTERS,192.168.5.1,
REUTERS,192.168.5.2,
RHDJZ,10.1.20.74,10.1.20.76
RHDJZ,10.1.20.75,10.1.20.76
RHDJZ,10.1.20.76,10.1.20.76
RHDJZ,10.1.48.223,
RHDJZ,10.1.48.93,
RHDJZ,172.21.1.213,10.1.20.76
RHDJZ,172.21.1.214,10.1.20.76
RHDJZ,172.21.1.215,10.1.20.76
RPTS,10.1.88.1,
RWA,10.1.20.74,10.1.20.76
RWA,10.1.20.75,10.1.20.76
RWA,10.1.20.76,10.1.20.76
RWA,10.1.245.164,
RWA,10.1.48.51,
RWA,10.1.48.52,
RWA,10.1.48.53,
RWA,10.1.48.54,
RWA,10.200.104.141,
RWA,10.200.104.142,
RWA,172.21.1.213,10.1.20.76
RWA,172.21.1.214,10.1.20.76
RWA,172.21.1.215,10.1.20.76
RWA,172.22.0.184,
RWA,172.22.0.185,
RWA,172.22.0.186,
RWA,172.22.0.187,
RWMS,10.1.41.126,10.1.41.128
RWMS,10.1.41.127,10.1.41.128
RWMS,10.1.41.128,10.1.41.128
RWMS,10.1.48.180,10.1.48.182
RWMS,10.1.48.181,10.1.48.182
RWMS,10.1.48.182,10.1.48.182
RWMS,10.1.49.116,10.1.49.116
RWMS,10.1.49.117,10.1.49.116
RWMS,10.1.49.118,10.1.49.116
RWMS,172.21.0.186,10.1.41.128
RWMS,172.21.0.187,10.1.41.128
RWMS,172.21.1.130,10.1.41.128
RWMS,172.22.0.63,10.1.48.182
RWMS,172.22.0.64,10.1.48.182
RWMS,172.22.1.81,10.1.49.116
RWMS,172.22.1.82,10.1.49.116
SAMS,10.1.40.65,10.1.40.68
SAMS,10.1.40.66,10.1.40.68
SAMS,10.1.40.67,10.1.40.68
SAMS,10.1.40.68,10.1.40.68
SAMS,10.1.40.69,10.1.40.68
SAMS,10.1.49.100,
SAMS,10.1.49.101,
SAMS,10.1.49.102,
SAMS,10.200.20.175,
SAMS,172.21.2.214,10.1.40.68
SAMS,172.21.2.215,10.1.40.68
SAMS,172.21.2.216,10.1.40.68
SAMS,172.21.2.217,10.1.40.68
SAMSCR,10.1.42.52,10.1.42.54
SAMSCR,10.1.42.53,10.1.42.54
SAMSCR,10.1.42.54,10.1.42.54
SAMSCR,10.1.49.133,
SAMSCR,10.1.49.134,
SAMSCR,172.21.3.35,10.1.42.54
SAMSCR,172.21.3.36,10.1.42.54
SAMSCR,172.21.3.37,10.1.42.54
SAP,10.1.20.37,10.1.20.37
SAP,10.1.20.38,10.1.20.37
SAP,10.1.20.39,10.1.20.37
SAP,10.1.48.220,
SAP,10.1.8.118,10.1.8.21
SAP,10.1.8.119,10.1.8.21
SAP,10.1.8.21,10.1.8.21
SAP,172.21.0.41,10.1.8.21
SAP,172.21.0.42,10.1.8.21
SAP,172.21.0.43,10.1.20.37
SAP,172.21.0.44,10.1.20.37
SAP,172.21.1.76,10.1.8.21
SAP,172.21.1.77,10.1.20.37
SAS,10.1.48.28,10.1.48.28
SAS,10.1.48.29,10.1.48.28
SAS,10.1.48.30,10.1.48.28
SAS,10.200.8.154,
SAS,172.22.0.157,10.1.48.28
SAS,172.22.0.79,10.1.48.28
SAS,172.22.0.80,10.1.48.28
SCDM,10.1.90.62,
SCDM,10.1.90.63,
SCDM,10.1.90.66,
SCDM,10.1.90.67,
SCDM,10.200.68.227,
SCDM,172.22.1.16,
SCDM,172.22.1.17,
SCDM,172.22.1.18,
SCDM,172.22.1.19,
SCDM,172.22.1.20,
SCDM,172.22.1.21,
SCDSVR,10.34.88.92,
SCFBD,10.15.88.2,10.15.88.2
SCFP,10.1.10.113,10.1.10.113
SCFP,10.1.10.115,10.1.10.113
SCFP,10.1.10.117,10.1.10.113
SCFP,10.1.10.118,10.1.10.113
SCFP,10.1.10.119,10.1.10.113
SCFP,10.1.20.40,
SCFP,10.1.20.41,
SCFP,10.1.20.43,
SCFP,10.1.20.44,
SCFP,10.1.88.176,
SCFP,10.1.88.178,
SCFP,172.21.0.109,10.1.10.113
SCFP,172.21.0.111,10.1.10.113
SCFP,172.21.0.112,10.1.10.113
SCFP,172.21.0.113,
SCFP,172.21.0.114,
SCFP,172.21.0.115,
SCFP,172.21.0.116,
SCFP,172.21.1.104,10.1.10.113
SCFP,172.22.0.102,
SCFP,172.22.0.103,
SCOS,10.1.156.199,
SCOS,10.1.188.219,
SCOS,10.1.25.5,
SCOS,10.1.40.175,
SCOS,10.1.89.1,
SCQS,10.221.57.4,
SCQS,172.31.3.144,
SCQS,172.33.2.146,
SEAL,10.1.5.122,
SEAL,10.1.5.123,10.1.5.123
SEAL,10.1.5.124,10.1.5.123
SEAL,10.1.5.125,10.1.5.123
SEAL,10.1.5.126,10.1.5.123
SEAL,10.1.5.127,10.1.5.123
SEAL,10.1.5.128,
SEAL,10.1.5.129,
SEAL,172.21.1.53,10.1.5.123
SEBS,10.1.49.23,10.1.49.23
SEBS,10.1.49.24,10.1.49.23
SEBS,10.1.49.25,10.1.49.23
SEBS,10.200.36.8,
SEBS,10.254.253.42,10.254.253.44
SEBS,10.254.253.43,10.254.253.44
SEBS,10.254.253.44,10.254.253.44
SEBS,172.22.0.252,10.1.49.23
SEBS,172.22.0.253,10.1.49.23
SEBS,172.22.0.254,10.1.49.23
SEBS,172.29.0.82,10.254.253.44
SEBS,172.29.0.83,10.254.253.44
SEBS,172.29.0.84,10.254.253.44
SHBIP,10.221.3.1,
SHBIP,10.221.3.2,
SHBIP,10.221.3.3,
SHBIP,172.31.3.68,
SHBIP,172.31.3.70,
SHBIP,172.33.2.68,
SHBIP,172.33.2.70,
SHECM,10.3.0.121,10.3.0.15
SHECM,10.3.0.122,10.3.0.15
SHECM,10.3.0.15,10.3.0.15
SHECM,192.168.100.1,10.3.0.15
SHECM,192.168.100.2,10.3.0.15
SHECM,192.168.101.1,10.3.0.15
SHECM,192.168.101.2,10.3.0.15
SJZFSXT,10.221.37.21,
SJZFSXT,172.31.1.82,
SJZFSXT,172.33.0.99,
SM,10.1.249.213,10.1.249.213
SM,10.1.32.33,
SM,10.1.32.34,
SM,10.1.32.36,10.1.32.36
SM,10.1.32.37,10.1.32.36
SM,10.1.32.38,10.1.32.36
SM,10.1.7.28,10.1.7.28
SM,10.1.7.77,10.1.7.28
SM,10.1.7.80,10.1.7.28
SM,10.200.8.237,
SM,10.200.8.87,
SM,172.25.0.64,10.1.7.28
SM,172.25.0.65,10.1.7.28
SM,172.25.0.66,10.1.7.28
SM,192.168.0.1,
SMDBTEST,10.1.244.114,
SMDBTEST,10.1.244.138,
SMDBTEST,10.200.36.50,
SMDBTEST,10.200.44.94,
SMMS,10.1.188.181,10.1.188.103
SMMS,10.1.188.182,10.1.188.183
SMMS,10.1.188.183,10.1.188.103
SMMS,10.1.188.184,10.1.188.186
SMMS,10.1.188.185,10.1.188.186
SMMS,10.1.188.186,10.1.188.186
SMMS,172.23.0.169,10.1.188.186
SMMS,172.23.0.170,10.1.188.186
SMMS,172.23.0.171,10.1.188.186
SPF,10.221.9.21,10.221.9.21
SPF,172.31.1.75,10.221.9.21
SRB,10.217.0.39,
SRB,10.217.0.40,
SRB,10.217.0.41,
SRB,10.217.12.1,10.217.12.3
SRB,10.217.12.2,10.217.12.3
SRB,10.217.12.3,10.217.12.3
SRB,172.35.24.15,
SRB,172.35.24.16,
SRB,172.35.24.17,10.217.12.3
SRB,172.35.24.18,10.217.12.3
SRB,172.38.0.119,
SRB,172.38.0.120,
SRB,172.38.0.121,10.217.12.3
SRB,172.38.0.122,10.217.12.3
SRB,172.38.0.123,10.217.12.3
SSTF,10.1.89.50,10.1.89.8
SSTF,10.1.89.51,10.1.89.8
SSTF,10.1.89.52,10.1.89.8
SSTF,10.1.89.53,10.1.89.8
SSTF,10.1.89.54,10.1.89.8
SSTF,10.1.89.55,10.1.89.8
SSTF,10.1.89.56,10.1.89.8
SSTF,10.1.89.8,10.1.89.8
SSTF,172.22.0.132,10.1.89.8
SSTF,172.22.0.133,10.1.89.8
SSTF,172.22.0.134,10.1.89.8
SSTF,172.22.0.135,10.1.89.8
SSTF,172.22.0.180,10.1.89.8
STQD,10.1.41.42,10.1.41.44
STQD,10.1.41.43,10.1.41.44
STQD,10.1.41.44,10.1.41.44
STQD,10.1.89.128,
STQD,10.1.89.129,
STQD,10.1.89.130,10.1.89.133
STQD,10.1.89.131,10.1.89.133
STQD,10.1.89.133,10.1.89.133
STQD,10.200.8.102,10.1.41.44
STQD,10.200.8.103,10.1.89.133
STQD,10.217.0.96,
STQD,10.217.0.97,
STQD,10.217.12.19,10.217.12.21
STQD,10.217.12.20,10.217.12.21
STQD,10.217.12.21,10.217.12.21
STQD,172.21.0.218,10.1.41.44
STQD,172.21.1.252,10.1.41.44
STQD,172.21.1.253,10.1.41.44
STQD,172.22.0.127,10.1.89.133
STQD,172.22.1.13,10.1.89.133
STQD,172.22.1.14,10.1.89.133
STQD,172.35.24.57,
STQD,172.35.24.58,10.217.12.21
STQD,172.35.24.59,
STQD,172.35.24.64,10.217.12.21
STQD,172.38.0.190,10.217.12.21
STQD,172.38.0.191,
STQD,172.38.0.192,10.217.12.21
STQD,172.38.0.193,
STQD,172.38.0.198,10.217.12.21
SUMMIT,10.1.249.125,10.1.8.116
SUMMIT,10.1.249.126,
SUMMIT,10.1.249.127,10.1.8.116
SUMMIT,10.1.249.128,10.1.8.116
SUMMIT,10.1.249.130,10.1.8.116
SUMMIT,10.1.3.13,10.1.3.20
SUMMIT,10.1.3.14,10.1.3.20
SUMMIT,10.1.3.20,10.1.3.20
SUMMIT,10.1.40.14,
SUMMIT,10.1.8.113,
SUMMIT,10.1.8.115,10.1.8.116
SUMMIT,10.1.8.116,10.1.8.116
SUMMIT,10.1.8.147,10.1.8.116
SUMMIT,10.1.8.148,10.1.8.116
SUMMIT,10.1.8.149,10.1.8.116
SUMMIT,10.1.8.24,10.1.8.25
SUMMIT,10.1.8.24,
SUMMIT,10.1.8.25,10.1.8.25
SUMMIT,10.1.8.26,10.1.8.25
SUMMIT,10.1.8.80,10.1.8.25
SUMMIT,10.1.8.81,10.1.8.25
SUMMIT,10.1.88.149,10.1.88.120
SUMMIT,10.1.88.187,10.1.88.120
SUMMIT,10.1.88.188,10.1.88.120
SUMMIT,10.1.88.189,10.1.88.120
SUMMIT,10.1.88.190,10.1.88.120
SUMMIT,10.1.88.75,10.1.88.76
SUMMIT,10.1.88.76,10.1.88.76
SUMMIT,10.1.88.77,10.1.88.76
SUMMIT,10.1.88.78,10.1.88.79
SUMMIT,10.1.88.79,10.1.88.79
SUMMIT,10.1.88.80,10.1.88.79
SUMMIT,10.1.88.85,10.1.88.86
SUMMIT,10.1.88.86,10.1.88.86
SUMMIT,10.1.88.87,10.1.88.86
SUMMIT,172.21.0.221,
SUMMIT,172.21.0.223,
SUMMIT,172.21.1.141,10.1.8.25
SUMMIT,172.21.3.187,10.1.8.116
SUMMIT,172.21.3.188,
SUMMIT,172.21.3.189,10.1.8.116
SUMMIT,172.21.3.190,10.1.8.116
SUMMIT,172.21.3.191,10.1.8.116
SUMMIT,172.21.3.20,10.1.8.25
SUMMIT,172.21.3.21,10.1.8.25
SUMMIT,172.21.3.22,10.1.8.25
SUMMIT,172.22.1.134,10.1.88.120
SUMMIT,172.22.1.136,10.1.88.120
SUMMIT,172.22.1.137,10.1.88.120
SUMMIT,172.22.1.138,10.1.88.120
SUMP,10.1.28.200,10.1.28.200
SUMP,10.1.28.201,10.1.28.200
SUMP,10.1.28.202,
SUMP,10.1.28.203,
SUMP,10.1.28.204,10.1.28.200
SUMP,10.1.28.205,
SUMP,10.1.28.206,
SUMP,172.21.0.142,
SUMP,172.25.0.45,10.1.28.200
SUMP,172.25.0.47,10.1.28.200
SUMP,172.25.0.60,10.1.28.200
SUMP,192.168.111.1,
SUMP,192.168.61.1,
SUZAPP,10.21.0.15,10.21.0.5
SUZAPP,10.21.0.16,10.21.0.5
SUZAPP,10.21.0.5,10.21.0.5
SUZAPP,10.21.238.8,
SUZAPP,10.21.88.40,
SUZAPP,10.21.98.1,
SUZAPP,10.221.33.20,
SUZAPP,10.221.33.4,
SUZAPP,10.221.33.5,
SUZAPP,10.221.33.7,
SUZAPP,10.221.33.8,
SUZAPP,10.222.143.10,
SUZAPP,10.222.143.11,
SUZAPP,10.222.143.4,
SUZAPP,10.222.143.5,
SUZAPP,10.222.33.1,
SUZAPP,10.222.33.2,
SUZAPP,10.222.33.20,
SUZAPP,10.222.33.5,
SUZAPP,172.31.1.64,
SUZAPP,172.31.3.42,
SUZAPP,172.31.3.50,
SUZAPP,172.31.3.52,
SUZAPP,172.31.3.53,
SUZAPP,172.32.1.12,
SUZAPP,172.32.1.13,
SUZAPP,172.32.1.37,
SUZAPP,172.32.3.67,
SUZAPP,172.32.3.76,
SUZAPP,172.32.3.77,
SUZAPP,172.33.0.81,
SUZAPP,172.33.2.42,
SUZAPP,172.33.2.50,
SUZAPP,172.33.2.51,
SUZAPP,172.33.2.52,
SUZAPP,172.34.0.12,
SUZAPP,172.34.0.13,
SUZAPP,172.34.2.100,
SUZAPP,172.34.2.71,
SUZAPP,172.34.2.80,
SUZAPP,172.34.2.81,
SUZAPP,192.168.100.1,10.21.0.5
SUZAPP,192.168.100.2,10.21.0.5
SUZAPP,192.168.101.1,10.21.0.5
SUZAPP,192.168.101.2,10.21.0.5
SUZBIP,10.221.33.1,10.221.33.3
SUZBIP,10.221.33.2,10.221.33.3
SUZBIP,10.221.33.3,10.221.33.3
SUZBIP,172.31.1.106,10.221.33.3
SUZBIP,172.31.1.89,10.221.33.3
SUZBIP,172.31.1.90,10.221.33.3
SUZBIP,172.33.0.133,10.221.33.3
SUZBIP,172.33.0.137,10.221.33.3
SWIFT,10.1.38.1,10.1.38.1
SWIFT,10.1.38.11,10.1.38.1
SWIFT,10.1.38.12,
SWIFT,10.1.38.13,10.1.38.1
SWIFT,10.1.38.15,10.1.38.1
SWIFT,10.1.38.16,
SWIFT,10.1.38.17,10.1.38.1
SWIFT,10.1.89.43,
SWIFT,10.1.89.44,
SWIFT,10.225.1.12,
SWIFT,10.225.38.11,10.225.38.1
SWIFT,10.225.7.107,10.225.38.1
SWIFT,172.21.0.34,10.1.38.1
SWIFT,172.21.0.35,
SWIFT,172.21.0.36,10.1.38.1
SWIFT,172.21.0.37,10.1.38.1
SWIFT,172.21.0.38,
SWIFT,172.21.1.73,10.1.38.1
SWIFT,192.168.254.5,
SWM,10.217.12.16,10.217.12.16
