APP_CODE,IP_ADDRESS,SERVICE_IP
SWM,10.217.12.17,10.217.12.16
SWM,10.217.12.18,10.217.12.18
SWM,172.35.24.35,10.217.12.18
SWM,172.35.24.36,10.217.12.16
SWM,172.38.0.159,10.217.12.16
SWM,172.38.0.160,10.217.12.18
SWM,172.38.0.161,10.217.12.16
SYAPP,10.22.88.174,
SYAPP,10.221.35.5,
SYAPP,10.221.35.6,
SYAPP,172.31.3.5,
SYAPP,172.31.3.8,
SYAPP,172.33.2.5,
SYAPP,172.33.2.8,
SYCZ,10.22.88.35,
SYCZ,10.221.35.20,
SYCZ,169.254.86.182,
SYCZ,172.31.1.70,
SYDXPT,10.22.88.170,
SYECM,10.22.0.5,10.22.0.5
SYECM,10.22.0.7,10.22.0.5
SYECM,10.22.0.8,10.22.0.5
SYECM,192.168.100.1,10.22.0.5
SYECM,192.168.100.2,10.22.0.5
SYECM,192.168.101.1,10.22.0.5
SYECM,192.168.101.2,10.22.0.5
SYNBU,10.22.98.1,
SYSCZM,10.22.88.95,
SYSCZM,10.22.88.96,
SYSCZM,169.254.38.175,
SYSUMP,10.22.238.8,
SYUMP,10.22.238.2,
SZAPP,10.12.0.3,10.12.0.5
SZAPP,10.12.0.4,10.12.0.5
SZAPP,10.12.0.5,10.12.0.5
SZAPP,10.12.238.8,10.12.238.8
SZAPP,10.12.88.51,10.12.88.51
SZAPP,10.12.98.1,10.12.98.1
SZAPP,10.221.21.20,10.221.21.20
SZAPP,10.221.21.4,10.221.21.4
SZAPP,10.221.21.5,10.221.21.5
SZAPP,10.221.21.6,10.221.21.6
SZAPP,10.221.21.7,10.221.21.7
SZAPP,10.222.131.10,10.222.131.10
SZAPP,10.222.131.11,10.222.131.11
SZAPP,10.222.21.1,10.222.21.1
SZAPP,10.222.21.2,10.222.21.2
SZAPP,10.222.21.4,10.222.21.4
SZAPP,10.222.21.5,10.222.21.5
SZAPP,10.222.21.6,10.222.21.6
SZAPP,10.222.21.7,10.222.21.7
SZAPP,10.222.21.8,10.222.21.8
SZAPP,172.31.1.63,10.221.21.20
SZAPP,172.31.3.10,10.221.21.5
SZAPP,172.31.3.20,10.221.21.4
SZAPP,172.31.3.56,10.221.21.6
SZAPP,172.31.3.57,10.221.21.7
SZAPP,172.32.1.36,10.222.21.4
SZAPP,172.32.3.148,10.222.21.8
SZAPP,172.32.3.4,10.222.21.6
SZAPP,172.32.3.57,10.222.21.1
SZAPP,172.32.3.58,10.222.21.2
SZAPP,172.32.3.64,10.222.21.5
SZAPP,172.32.3.81,10.222.21.7
SZAPP,172.33.2.10,10.221.21.5
SZAPP,172.33.2.20,10.221.21.4
SZAPP,172.33.2.56,10.221.21.6
SZAPP,172.33.2.57,10.221.21.7
SZAPP,172.34.2.10,10.222.21.6
SZAPP,172.34.2.158,10.222.21.8
SZAPP,172.34.2.58,10.222.21.4
SZAPP,172.34.2.61,10.222.21.1
SZAPP,172.34.2.62,10.222.21.2
SZAPP,172.34.2.68,10.222.21.5
SZAPP,172.34.2.87,10.222.21.7
SZAPP,192.168.100.1,10.12.0.5
SZAPP,192.168.100.2,10.12.0.5
SZAPP,192.168.101.1,10.12.0.5
SZAPP,192.168.101.2,10.12.0.5
SZBIP,10.221.21.1,10.221.21.3
SZBIP,10.221.21.2,10.221.21.3
SZBIP,10.221.21.3,10.221.21.3
SZBIP,172.31.3.63,10.221.21.3
SZBIP,172.31.3.65,10.221.21.3
SZBIP,172.33.2.63,10.221.21.3
SZBIP,172.33.2.65,10.221.21.3
TBDP,10.1.131.111,
TBDP,10.1.131.20,
TBDP,10.1.143.103,10.1.143.105
TBDP,10.1.143.104,10.1.143.105
TBDP,10.1.143.105,10.1.143.105
TBDP,10.1.143.47,10.1.143.47
TBDP,10.1.143.49,10.1.143.47
TBDP,10.1.143.75,10.1.143.47
TBDP,172.24.0.170,10.1.143.105
TBDP,172.24.0.171,10.1.143.105
TBDP,172.24.0.172,10.1.143.105
TBDP,172.24.0.73,10.1.143.47
TBDP,172.24.0.74,10.1.143.47
TBDP,172.24.0.86,10.1.143.47
TCFW,10.1.28.197,10.1.28.199
TCFW,10.1.28.198,10.1.28.199
TCFW,10.1.28.199,10.1.28.199
TCFW,10.1.32.1,10.1.32.1
TCFW,10.1.32.3,10.1.32.1
TCFW,10.1.32.4,10.1.32.1
TCFW,10.1.32.8,10.1.32.1
TCFW,10.1.32.9,10.1.32.1
TCFW,172.25.0.152,10.1.32.1
TCFW,172.25.0.153,10.1.32.1
TCFW,172.25.0.93,10.1.32.1
TCFW,172.25.0.94,10.1.32.1
TCFW,172.25.0.95,10.1.32.1
TEXT,10.15.88.101,
TJAPP,10.222.149.10,10.222.149.10
TJAPP,10.222.149.11,10.222.149.11
TJAPP,10.222.39.1,10.222.39.1
TJAPP,10.222.39.2,10.222.39.2
TJAPP,10.222.39.20,10.222.39.20
TJAPP,10.222.39.21,10.222.39.21
TJAPP,10.222.39.5,10.222.39.5
TJAPP,10.24.0.11,10.24.0.5
TJAPP,10.24.0.12,10.24.0.5
TJAPP,10.24.0.5,10.24.0.5
TJAPP,10.24.88.148,10.24.88.148
TJAPP,172.32.1.22,10.222.39.20
TJAPP,172.32.1.23,10.222.39.21
TJAPP,172.32.3.1,10.222.39.2
TJAPP,172.32.3.2,10.222.39.1
TJAPP,172.32.3.74,10.222.39.5
TJAPP,172.34.2.1,10.222.39.2
TJAPP,172.34.2.2,10.222.39.1
TJAPP,172.34.2.78,10.222.39.5
TJAPP,192.168.100.1,10.24.0.5
TJAPP,192.168.100.2,10.24.0.5
TJAPP,192.168.101.1,10.24.0.5
TJAPP,192.168.101.2,10.24.0.5
TJBIP,10.221.39.1,
TJBIP,10.221.39.2,
TJBIP,10.221.39.3,
TJBIP,172.31.3.67,
TJBIP,172.31.3.69,
TJBIP,172.33.2.67,
TJBIP,172.33.2.69,
TOSP,10.1.49.158,
TOSP,10.1.49.159,
TOSP,10.1.49.161,10.1.49.163
TOSP,10.1.49.162,10.1.49.163
TOSP,10.1.49.163,10.1.49.163
TOSP,10.1.49.164,
TOSP,10.1.49.165,
TOSP,10.1.49.167,10.1.49.169
TOSP,10.1.49.168,10.1.49.169
TOSP,10.1.49.169,10.1.49.169
TOSP,172.22.1.100,10.1.49.163
TOSP,172.22.1.101,10.1.49.163
TOSP,172.22.1.102,10.1.49.163
TOSP,172.22.1.92,10.1.49.169
TOSP,172.22.1.93,10.1.49.169
TOSP,172.22.1.94,10.1.49.169
TPOS,10.1.42.15,10.1.42.19
TPOS,10.1.42.16,10.1.42.19
TPOS,10.1.42.17,10.1.42.21
TPOS,10.1.42.18,10.1.42.21
TPOS,10.1.42.19,10.1.42.19
TPOS,10.1.42.21,10.1.42.21
TPOS,10.1.42.23,10.1.42.21
TPOS,10.1.42.25,10.1.42.21
TPOS,10.1.42.26,10.1.42.19
TPOS,10.1.42.27,10.1.42.21
TPOS,10.1.45.14,
TPOS,10.1.45.15,
TPOS,10.1.45.16,
TPOS,10.1.45.17,
TPOS,10.1.45.18,
TPOS,10.1.45.19,
TPOS,10.1.45.20,
TPOS,10.1.45.21,
TPOS,10.1.49.62,
TPOS,10.1.49.63,
TPOS,169.254.101.111,10.1.42.21
TPOS,169.254.53.207,10.1.42.19
TPOS,172.21.2.86,
TPOS,172.21.2.87,
TPOS,172.21.2.88,
TPOS,172.21.2.89,
TPOS,172.21.2.90,
TPOS,172.21.2.91,
TPOS,172.21.2.92,
TPOS,172.21.2.93,
TPOS,172.21.2.94,10.1.42.19
TPOS,172.21.2.95,10.1.42.19
TPOS,172.21.2.96,10.1.42.21
TPOS,172.21.2.97,10.1.42.21
TPOS,172.21.2.98,10.1.42.21
TPOS,192.168.27.71,10.1.42.19
TPOS,192.168.27.73,10.1.42.21
TPOS,192.168.9.72,10.1.42.19
TPOS,192.168.9.74,10.1.42.21
TTYX,10.222.9.5,10.222.9.5
TTYX,172.32.3.51,10.222.9.5
TTYX,172.34.2.51,10.222.9.5
TYAPP,10.221.47.21,10.221.47.21
TYAPP,10.28.98.1,
TYAPP,172.31.1.53,10.221.47.21
TYBIP,10.221.47.1,10.221.47.3
TYBIP,10.221.47.2,10.221.47.3
TYBIP,10.221.47.3,10.221.47.3
TYBIP,172.31.3.29,10.221.47.3
TYBIP,172.31.3.30,10.221.47.3
TYBIP,172.33.2.29,10.221.47.3
TYBIP,172.33.2.30,10.221.47.3
TYECM,10.28.0.23,10.28.0.25
TYECM,10.28.0.24,10.28.0.25
TYECM,10.28.0.25,10.28.0.25
TYECM,192.168.100.1,10.28.0.25
TYECM,192.168.100.2,10.28.0.25
TYECM,192.168.101.1,10.28.0.25
TYECM,192.168.101.2,10.28.0.25
TYUMP,10.28.238.1,
TYUMP,10.28.238.3,
UC,10.1.188.29,
UC,10.1.253.11,10.1.253.12
UC,10.1.253.12,10.1.253.12
UC,10.1.253.13,10.1.253.12
UC,10.1.253.14,10.1.253.15
UC,10.1.253.15,10.1.253.15
UC,10.1.253.16,10.1.253.15
UC,10.1.253.17,10.1.253.18
UC,10.1.253.18,10.1.253.18
UC,10.1.253.19,10.1.253.18
UC,10.1.253.20,
UC,10.1.253.22,
UC,10.1.253.23,
UC,10.1.253.24,
UC,10.1.253.25,
UC,10.1.253.26,
UC,10.1.253.27,
UC,10.1.3.1,10.1.253.12
UC,10.1.3.2,10.1.253.12
UC,10.1.3.3,10.1.253.15
UC,10.1.3.4,10.1.253.15
UC,10.1.3.5,10.1.253.18
UC,10.1.3.6,10.1.253.18
UC,10.1.4.1,10.1.253.12
UC,10.1.4.2,10.1.253.12
UC,10.1.4.3,10.1.253.15
UC,10.1.4.4,10.1.253.15
UC,10.1.4.5,10.1.253.18
UC,10.1.4.6,10.1.253.18
UC,192.168.163.1,
UC,192.168.192.1,
UMP,1.1.1.1,
UMP,10.1.131.83,10.1.131.83
UMP,10.1.3.59,10.1.3.60
UMP,10.1.37.193,10.1.37.238
UMP,10.1.37.194,10.1.37.92
UMP,10.1.37.195,10.1.37.92
UMP,10.1.37.238,10.1.37.238
UMP,10.1.37.92,10.1.37.92
UMP,10.1.37.93,10.1.37.238
UMP,10.1.7.10,
UMP,10.1.7.14,
UMP,10.1.7.16,
UMP,10.1.7.184,
UMP,10.1.7.196,
UMP,10.1.7.197,
UMP,10.1.7.198,
UMP,10.1.7.219,
UMP,10.1.7.220,
UMP,10.1.7.38,
UMP,10.1.7.6,
UMP,10.1.7.7,10.1.7.81
UMP,10.1.7.81,
UMP,10.1.7.83,10.1.3.58
UMP,10.1.7.84,
UMP,10.1.7.85,
UMP,10.1.7.9,
UMP,10.1.7.93,
UMP,10.1.71.102,10.1.71.103
UMP,10.1.71.103,10.1.71.103
UMP,10.1.71.104,10.1.71.103
UMP,10.1.71.105,10.1.71.102
UMP,10.1.71.126,
UMP,10.1.71.127,
UMP,10.1.71.131,
UMP,10.1.71.134,10.1.71.135
UMP,10.1.71.135,10.1.71.135
UMP,10.1.71.136,10.1.71.135
UMP,10.1.71.64,10.1.71.66
UMP,10.1.71.65,10.1.71.66
UMP,10.1.71.66,10.1.71.66
UMP,10.1.71.67,
UMP,10.1.71.68,
UMP,10.1.71.73,10.1.71.73
UMP,10.1.71.74,10.1.71.73
UMP,10.1.71.75,10.1.71.73
UMP,10.1.71.81,
UMP,10.1.71.82,
UMP,10.1.71.83,
UMP,10.1.71.84,
UMP,10.1.71.85,
UMP,10.1.71.88,
UMP,10.1.71.89,
UMP,169.254.95.120,10.1.7.81
UMP,169.254.95.120,
UMP,172.24.0.82,10.1.131.83
UMP,172.25.0.107,10.1.71.135
UMP,172.25.0.108,10.1.71.135
UMP,172.25.0.109,10.1.71.135
UMP,172.25.0.110,10.1.71.73
UMP,172.25.0.111,10.1.71.73
UMP,172.25.0.112,10.1.71.73
UMP,172.25.0.70,10.1.71.103
UMP,172.25.0.71,10.1.71.102
UMP,172.25.0.72,10.1.71.103
UMP,172.25.0.73,10.1.71.103
UMP,172.25.0.96,
UMP,172.25.0.98,
UMP,192.168.0.5,10.1.3.58
UMP,192.168.10.1,10.1.3.58
UMP,192.168.11.201,10.1.3.58
UMP,192.168.12.201,10.1.3.58
UMP,192.168.13.1,10.1.3.58
UMP,192.168.15.51,10.1.3.58
UMP,192.168.15.52,192.168.15.52
UMP,192.168.16.52,192.168.15.52
UMP,192.168.17.201,192.168.15.52
UMP,192.168.18.201,192.168.15.52
UMP,192.168.28.1,
UMP,192.168.3.5,10.1.3.58
UMP,192.168.5.3,10.1.3.58
UMP,192.168.65.1,
UMP,192.168.7.5,10.1.3.58
UNIBAKUP,10.34.98.1,
URRP,10.1.16.12,10.1.16.20
URRP,10.1.16.13,
URRP,10.1.16.14,
URRP,10.1.16.15,
URRP,10.1.16.16,
URRP,10.1.16.20,10.1.16.20
URRP,10.1.16.21,10.1.16.23
URRP,10.1.16.22,10.1.16.23
URRP,10.1.16.23,10.1.16.23
URRP,10.1.16.4,10.1.16.20
URRP,10.1.16.5,
URRP,10.1.16.6,
URRP,10.1.16.7,
URRP,10.1.16.8,
URRP,10.1.90.80,
URRP,10.1.90.81,
URRP,10.1.90.82,
URRP,10.1.90.83,
URRP,10.1.90.84,
URRP,10.1.90.85,
URRP,10.1.90.86,
URRP,10.1.90.87,
URRP,172.21.3.105,10.1.16.23
URRP,172.21.3.106,10.1.16.23
URRP,172.21.3.107,10.1.16.23
UTMS,10.1.188.213,10.1.188.213
UTMS,10.1.188.214,10.1.188.213
UTMS,10.1.188.215,10.1.188.213
UTMS,10.1.188.216,10.1.188.218
UTMS,10.1.188.217,10.1.188.218
UTMS,10.1.188.218,10.1.188.218
UTMS,172.23.0.105,10.1.188.213
UTMS,172.23.0.106,10.1.188.213
UTMS,172.23.0.107,10.1.188.213
UTMS,172.23.0.108,10.1.188.218
UTMS,172.23.0.109,10.1.188.218
UTMS,172.23.0.110,10.1.188.218
VBV,10.1.3.100,10.1.3.101
VBV,10.1.3.101,10.1.3.101
VBV,10.1.3.102,10.1.3.101
VBV,10.1.3.103,10.1.3.101
VBV,10.1.3.104,10.1.3.101
VBV,10.200.36.31,
VBV,172.27.0.44,10.1.3.101
VBV,172.27.0.45,10.1.3.101
VBV,172.27.0.46,10.1.3.101
VBV,172.27.0.56,10.1.3.101
VIOS,10.1.7.74,
VMS,10.1.3.61,10.1.3.63
VMS,10.1.3.62,10.1.3.63
VMS,10.1.3.63,10.1.3.63
VMS,10.1.41.21,10.1.41.23
VMS,10.1.41.22,10.1.41.23
VMS,10.1.41.23,10.1.41.23
VMS,10.1.49.143,
VMS,10.1.49.144,
VMS,172.21.3.32,10.1.41.23
VMS,172.21.3.33,10.1.41.23
VMS,172.21.3.34,10.1.41.23
VMS,172.22.1.103,
VMS,172.22.1.104,
WDZXGL,10.217.1.12,
WDZXGL,10.217.1.13,
WDZXGL,10.217.12.27,10.217.12.29
WDZXGL,10.217.12.28,10.217.12.29
WDZXGL,10.217.12.29,10.217.12.29
WDZXGL,172.35.24.121,
WDZXGL,172.35.24.122,
WDZXGL,172.35.24.123,10.217.12.29
WDZXGL,172.35.24.124,10.217.12.29
WDZXGL,172.38.1.1,10.217.12.29
WDZXGL,172.38.1.19,
WDZXGL,172.38.1.20,
WDZXGL,172.38.1.21,10.217.12.29
WDZXGL,172.38.1.22,10.217.12.29
WHBCH,10.222.9.1,
WHBCH,10.222.9.2,10.222.9.2
WHBCH,172.32.3.38,
WHBCH,172.32.3.39,10.222.9.2
WHBCH,172.34.2.38,
WHBCH,172.34.2.39,10.222.9.2
WHBIP,10.221.9.1,10.221.9.3
WHBIP,10.221.9.2,10.221.9.3
WHBIP,10.221.9.3,10.221.9.3
WHBIP,172.31.1.103,10.221.9.3
WHBIP,172.31.1.83,10.221.9.3
WHBIP,172.31.1.84,10.221.9.3
WHBIP,172.33.0.126,10.221.9.3
WHBIP,172.33.0.127,10.221.9.3
WHECM,10.6.0.15,10.6.0.15
WHECM,10.6.0.21,10.6.0.15
WHECM,10.6.0.21,
WHECM,10.6.0.22,10.6.0.15
WHECM,192.168.100.1,10.6.0.15
WHECM,192.168.100.1,
WHECM,192.168.100.2,10.6.0.15
WHECM,192.168.101.1,10.6.0.15
WHECM,192.168.101.1,
WHECM,192.168.101.2,10.6.0.15
WHEPS,10.6.0.61,10.6.0.61
WHIFT,10.6.88.65,
WHITUMP,10.6.238.1,
WHITUMP,10.6.238.3,
WHMFT,10.221.9.5,
WHMFT,172.31.3.112,
WHMFT,172.33.2.112,
WHSCDM,10.6.88.11,
WHSCDM,10.6.88.12,
WHSUMP,10.6.238.8,
WHWS,10.221.9.4,
WHWS,172.31.3.54,
WHWS,172.33.2.54,
WIGS,10.1.3.42,
WIGS,10.1.3.43,
WIGS,10.1.41.107,10.1.41.107
WIGS,10.1.41.108,10.1.41.107
WIGS,10.1.41.109,10.1.41.107
WIGS,10.1.44.184,10.1.44.186
WIGS,10.1.44.185,10.1.44.186
WIGS,10.1.44.186,10.1.44.186
WIGS,10.1.48.173,10.1.48.173
WIGS,10.1.48.174,10.1.48.173
WIGS,10.1.48.175,10.1.48.173
WIGS,172.21.0.242,10.1.41.107
WIGS,172.21.1.152,10.1.41.107
WIGS,172.21.1.254,10.1.41.107
WIKI,10.1.188.98,
WIKI,172.23.0.123,
WIKI,192.168.129.34,
WLSM,10.1.7.133,10.1.7.68
WLSM,10.1.7.134,10.1.7.68
WLSM,10.1.7.68,10.1.7.68
WLSM,172.25.0.100,10.1.7.68
WLSM,172.25.0.53,10.1.7.68
WLSM,172.25.0.99,10.1.7.68
WSAPP,10.69.0.7,10.69.0.5
WSAPP,10.69.98.1,
WSAPP,192.100.0.1,10.69.0.5
WSAPP,192.101.0.1,10.69.0.5
WUMT,10.254.253.121,10.254.253.121
WUMT,10.254.253.122,10.254.253.121
WUMT,10.254.253.126,10.254.253.121
WUMT,172.29.0.64,10.254.253.121
WUMT,172.29.0.65,10.254.253.121
WUMT,172.29.0.66,10.254.253.121
WXSCDM,10.40.88.19,
WXSUMP,10.40.238.8,
WXUMP,10.40.98.1,
XAAPP,10.27.238.8,
XAAPP,10.27.88.21,
XAECM,10.27.0.5,10.27.0.5
XAECM,10.27.0.7,10.27.0.5
XAECM,10.27.0.8,10.27.0.5
XAECM,192.168.100.1,10.27.0.5
XAECM,192.168.100.2,10.27.0.5
XAECM,192.168.101.1,10.27.0.5
XAECM,192.168.101.2,10.27.0.5
XANBU,10.27.98.1,
XCGH,10.1.45.23,
XCGH,10.1.45.24,
XCGH,10.1.45.25,
XCGH,10.1.45.26,
XCGH,10.1.45.28,
XCGH,10.1.45.29,
XCGH,192.168.1.10,
XCGH,192.168.1.5,
XCGH,192.168.1.9,
XCGH,192.168.2.10,
XCGH,192.168.2.5,
XCGH,192.168.2.9,
XMBF,10.15.98.1,10.15.98.1
XMBIP,10.221.23.1,10.221.23.3
XMBIP,10.221.23.2,10.221.23.3
XMBIP,10.221.23.3,10.221.23.3
XMBIP,172.31.3.24,10.221.23.3
XMBIP,172.31.3.27,10.221.23.3
XMBIP,172.33.2.24,10.221.23.3
XMBIP,172.33.2.27,10.221.23.3
XMECMA,10.15.0.15,10.15.0.15
XMECMA,10.15.0.17,10.15.0.15
XMECMA,192.168.101.1,10.15.0.15
XMECMB,10.15.0.18,10.15.0.15
XMECMB,192.168.101.2,10.15.0.15
XMSCDM,10.15.88.4,10.15.88.4
XMSCDMBAK,10.15.88.6,10.15.88.4
XMSUMP,10.15.238.8,10.15.238.8
XMTCQS,10.15.0.70,10.15.0.70
XNAPP,10.111.0.5,10.111.0.5
XNAPP,10.111.0.7,10.111.0.5
XNAPP,10.111.0.8,10.111.0.5
XNAPP,10.111.238.1,10.111.238.1
XNAPP,10.111.238.2,10.111.238.1
XNAPP,10.111.238.3,10.111.238.1
XNAPP,10.111.88.40,
XNAPP,10.111.98.1,
XNAPP,192.168.1.10,10.111.0.5
XNAPP,192.168.1.15,
XNAPP,192.168.1.16,
XNAPP,192.168.1.7,10.111.0.5
XNAPP,192.168.1.8,10.111.0.5
XNAPP,192.168.1.9,10.111.0.5
XNAPP,192.168.100.1,10.111.0.5
XNAPP,192.168.100.2,10.111.0.5
XNAPP,192.168.101.1,10.111.0.5
XNAPP,192.168.101.2,10.111.0.5
XNBIP,10.221.75.1,10.221.75.3
XNBIP,10.221.75.2,10.221.75.3
XNBIP,10.221.75.3,10.221.75.3
XNBIP,172.31.3.103,10.221.75.3
XNBIP,172.31.3.104,10.221.75.3
XNBIP,172.33.2.103,10.221.75.3
XNBIP,172.33.2.104,10.221.75.3
XYK,10.1.131.15,
XYK,10.1.131.178,
XYK,10.1.131.179,
XYK,10.1.131.203,
XYK,10.1.131.204,
XYK,10.1.131.205,
XYK,10.1.131.206,
XYK,10.1.131.207,
XYK,10.1.131.208,
XYK,10.1.131.209,
XYK,10.1.131.210,
XYK,10.1.131.211,
XYK,10.1.131.212,
XYK,10.1.131.213,
XYK,10.1.131.214,
XYK,10.1.131.215,
XYK,10.1.131.36,
XYK,10.1.131.62,
XYK,10.1.131.63,
XYK,10.1.131.64,
XYK,10.1.131.65,
XYK,10.1.143.28,
XYK,10.1.143.29,
XYK,10.1.143.50,
XYK,10.1.143.79,10.1.143.80
XYK,10.1.143.80,10.1.143.80
XYK,10.1.143.81,10.1.143.80
XYK,10.1.143.82,10.1.143.80
XYK,10.1.143.83,10.1.143.80
XYK,10.1.3.31,
XYK,172.24.0.108,
XYK,172.24.0.118,
XYK,172.24.0.152,10.1.143.80
XYK,172.24.0.153,10.1.143.80
XYK,172.24.0.154,10.1.143.80
XYK,172.24.0.155,10.1.143.80
XYK,172.24.0.65,
XYK,192.168.122.1,
XYK,192.168.7.20,
XYK,192.168.7.40,
XYK,192.168.7.44,
XYK,192.168.7.46,
XYK,192.168.8.20,
XYK,192.168.8.40,
XYK,192.168.8.44,
XYK,192.168.8.46,
YAOYAO,10.1.243.40,10.1.41.110
YAOYAO,10.1.243.41,
YAOYAO,10.1.3.64,10.1.3.66
YAOYAO,10.1.3.65,10.1.3.66
YAOYAO,10.1.3.66,10.1.3.66
YAOYAO,10.1.41.110,10.1.41.110
YAOYAO,10.1.41.200,10.1.41.110
YAOYAO,10.1.41.201,10.1.41.110
YAOYAO,10.1.41.202,10.1.41.110
YAOYAO,10.1.41.203,10.1.41.110
YAOYAO,10.1.44.204,
YAOYAO,10.1.44.205,
YAOYAO,10.1.44.206,
YAOYAO,10.1.44.207,
YAOYAO,10.1.44.208,
YAOYAO,172.21.2.43,10.1.41.110
YAOYAO,172.21.3.202,10.1.41.110
YAOYAO,172.21.3.203,10.1.41.110
YAOYAO,172.21.3.204,10.1.41.110
YAOYAO,192.168.7.81,
YAOYAO,192.168.7.82,
YAOYAO,192.168.7.83,
YAOYAO,192.168.7.84,
YAOYAO,192.168.8.81,
YAOYAO,192.168.8.82,
YAOYAO,192.168.8.83,
YAOYAO,192.168.8.84,
YCAPP,10.104.88.22,10.104.88.22
YGT,10.1.8.135,10.1.8.142
YGT,10.1.8.142,10.1.8.142
YGT,172.21.1.57,10.1.8.142
ZCB,10.221.9.20,10.221.9.20
ZCB,172.31.1.74,10.221.9.20
ZJH,10.1.48.223,
ZJH,10.1.48.93,
ZJH,10.254.253.45,
ZJH,10.254.253.46,
ZJH,10.254.253.47,
ZZAPP,10.221.43.5,
ZZAPP,10.26.238.8,
ZZAPP,172.31.3.83,
ZZAPP,172.33.2.83,
ZZECM,10.26.0.15,10.26.0.15
ZZECM,10.26.0.16,10.26.0.15
ZZECM,10.26.0.17,10.26.0.15
ZZECM,192.168.100.1,10.26.0.15
ZZECM,192.168.100.2,10.26.0.15
ZZECM,192.168.101.1,10.26.0.15
ZZECM,192.168.101.2,10.26.0.15
ZZNBU,10.26.98.1,
ZZSCDM,10.26.88.15,10.26.88.15
